4.4	0.0304932
10	0.0215133
6.6	0.023396
9.9	0.0170345
6.5	0.0232064
4.3	0.0311454
9.8	0.0195149
4.2	0.0307663
6.4	0.0263036
9.7	0.0190137
4.1	0.0366522
6.3	0.0243984
4	0.0312225
9.6	0.0204627
6.2	0.0236434
9.5	0.0207936
6.1	0.0228594
3.9	0.0307566
9.4	0.0208546
6	0.0253044
3.8	0.0340273
9.3	0.020543
5.9	0.0232932
3.7	0.0365301
9.2	0.0182297
5.8	0.0236241
3.6	0.0365365
9.1	0.0214811
5.7	0.0249382
9	0.0198265
3.5	0.0403406
5.6	0.0255068
3.4	0.0453141
8.9	0.0184964
5.5	0.0237301
8.8	0.0221012
3.3	0.0489542
8.7	0.0220273
5.4	0.026898
3.2	0.053449
8.6	0.0205012
5.3	0.026988
3.1	0.0503679
5.2	0.0262843
8.5	0.0201221
3	0.0554313
5.1	0.0278394
8.4	0.0207486
2.9	0.0577863
8.3	0.0222618
5	0.0283727
2.8	0.0624771
4.9	0.0269173
8.2	0.0237365
2.7	0.0860755
4.8	0.0294908
8.1	0.0200482
2.6	0.117301
8	0.0186924
4.7	0.0279582
2.5	0.21316
7.9	0.0219823
4.6	0.0282827
2.4	0.0971823
7.8	0.0187727
4.5	0.0295968
1.9	0.936421
7.7	0.0196402
2.3	0.27219
1.8	0.955534
7.6	0.0214972
2.2	0.135647
1.7	0.969346
7.5	0.0216482
2.1	0.866185
1.6	0.978304
7.4	0.0210345
2	0.90871
1.5	0.985651
7.3	0.023547
1.2	0.996193
1.4	0.990782
7.2	0.0215647
1.1	0.997729
1.3	0.994037
7.1	0.0234602
1	0.998474
7	0.0249863
0.8	0.999107
0.9	0.998879
6.9	0.0243984
0.7	0.999168
0.5	0.999197
6.8	0.0227309
0.6	0.999197
6.7	0.0215486
0.4	0.9992
0.3	0.9992
0.2	0.9992
0.1	0.9992
